,apicalls
5592,apicalls::landroid/view/viewgroup.getsuggestedminimumwidth
5593,apicalls::landroid/view/viewgroup.getsystemuivisibility
5594,apicalls::landroid/view/viewgroup.gettag
5595,apicalls::landroid/view/viewgroup.gettop
5596,apicalls::landroid/view/viewgroup.gettranslationx
5597,apicalls::landroid/view/viewgroup.gettranslationy
5598,apicalls::landroid/view/viewgroup.getviewtreeobserver
5599,apicalls::landroid/view/viewgroup.getvisibility
5600,apicalls::landroid/view/viewgroup.getwidth
5601,apicalls::landroid/view/viewgroup.getwindowsystemuivisibility
5602,apicalls::landroid/view/viewgroup.getwindowtoken
5603,apicalls::landroid/view/viewgroup.getwindowvisibility
5604,apicalls::landroid/view/viewgroup.getwindowvisibledisplayframe
5605,apicalls::landroid/view/viewgroup.getx
5606,apicalls::landroid/view/viewgroup.gety
5607,apicalls::landroid/view/viewgroup.hasfocus
5608,apicalls::landroid/view/viewgroup.hasfocusable
5609,apicalls::landroid/view/viewgroup.haswindowfocus
5610,apicalls::landroid/view/viewgroup.indexofchild
5611,apicalls::landroid/view/viewgroup.inflate
5612,apicalls::landroid/view/viewgroup.invalidate
5613,apicalls::landroid/view/viewgroup.invalidatechild
5614,apicalls::landroid/view/viewgroup.invalidatechildinparent
5615,apicalls::landroid/view/viewgroup.invalidatedrawable
5616,apicalls::landroid/view/viewgroup.isalwaysdrawnwithcacheenabled
5617,apicalls::landroid/view/viewgroup.isattachedtowindow
5618,apicalls::landroid/view/viewgroup.ischildrendrawingorderenabled
5619,apicalls::landroid/view/viewgroup.isclickable
5620,apicalls::landroid/view/viewgroup.isenabled
5621,apicalls::landroid/view/viewgroup.isfocusable
5622,apicalls::landroid/view/viewgroup.isfocusableintouchmode
5623,apicalls::landroid/view/viewgroup.isfocused
5624,apicalls::landroid/view/viewgroup.ishardwareaccelerated
5625,apicalls::landroid/view/viewgroup.isineditmode
5626,apicalls::landroid/view/viewgroup.isinlayout
5627,apicalls::landroid/view/viewgroup.isintouchmode
5628,apicalls::landroid/view/viewgroup.islayoutrequested
5629,apicalls::landroid/view/viewgroup.islongclickable
5630,apicalls::landroid/view/viewgroup.isopaque
5631,apicalls::landroid/view/viewgroup.ispressed
5632,apicalls::landroid/view/viewgroup.isselected
5633,apicalls::landroid/view/viewgroup.isshown
5634,apicalls::landroid/view/viewgroup.istransitiongroup
5635,apicalls::landroid/view/viewgroup.jumpdrawablestocurrentstate
5636,apicalls::landroid/view/viewgroup.keyboardnavigationclustersearch
5637,apicalls::landroid/view/viewgroup.layout
5638,apicalls::landroid/view/viewgroup.measure
5639,apicalls::landroid/view/viewgroup.measurechild
5640,apicalls::landroid/view/viewgroup.measurechildren
5641,apicalls::landroid/view/viewgroup.measurechildwithmargins
5642,apicalls::landroid/view/viewgroup.mergedrawablestates
5643,apicalls::landroid/view/viewgroup.offsetdescendantrecttomycoords
5644,apicalls::landroid/view/viewgroup.offsetleftandright
5645,apicalls::landroid/view/viewgroup.offsetrectintodescendantcoords
5646,apicalls::landroid/view/viewgroup.offsettopandbottom
5647,apicalls::landroid/view/viewgroup.onanimationend
5648,apicalls::landroid/view/viewgroup.onapplywindowinsets
5649,apicalls::landroid/view/viewgroup.onattachedtowindow
5650,apicalls::landroid/view/viewgroup.onconfigurationchanged
5651,apicalls::landroid/view/viewgroup.oncreatedrawablestate
5652,apicalls::landroid/view/viewgroup.ondescendantinvalidated
5653,apicalls::landroid/view/viewgroup.ondetachedfromwindow
5654,apicalls::landroid/view/viewgroup.ondraw
5655,apicalls::landroid/view/viewgroup.onfinishinflate
5656,apicalls::landroid/view/viewgroup.onfinishtemporarydetach
5657,apicalls::landroid/view/viewgroup.onfocuschanged
5658,apicalls::landroid/view/viewgroup.ongenericmotionevent
5659,apicalls::landroid/view/viewgroup.onhoverevent
5660,apicalls::landroid/view/viewgroup.oninitializeaccessibilityevent
5661,apicalls::landroid/view/viewgroup.oninitializeaccessibilitynodeinfo
5662,apicalls::landroid/view/viewgroup.onintercepttouchevent
5663,apicalls::landroid/view/viewgroup.onkeydown
5664,apicalls::landroid/view/viewgroup.onkeyup
5665,apicalls::landroid/view/viewgroup.onmeasure
5666,apicalls::landroid/view/viewgroup.onnestedfling
5667,apicalls::landroid/view/viewgroup.onnestedscrollaccepted
5668,apicalls::landroid/view/viewgroup.onpopulateaccessibilityevent
5669,apicalls::landroid/view/viewgroup.onprovidestructure
5670,apicalls::landroid/view/viewgroup.onrequestfocusindescendants
5671,apicalls::landroid/view/viewgroup.onrequestsendaccessibilityevent
5672,apicalls::landroid/view/viewgroup.onrestoreinstancestate
5673,apicalls::landroid/view/viewgroup.onrtlpropertieschanged
5674,apicalls::landroid/view/viewgroup.onsaveinstancestate
5675,apicalls::landroid/view/viewgroup.onscrollchanged
5676,apicalls::landroid/view/viewgroup.onsizechanged
5677,apicalls::landroid/view/viewgroup.onstarttemporarydetach
5678,apicalls::landroid/view/viewgroup.onstopnestedscroll
5679,apicalls::landroid/view/viewgroup.ontouchevent
5680,apicalls::landroid/view/viewgroup.ontrackballevent
5681,apicalls::landroid/view/viewgroup.onviewadded
5682,apicalls::landroid/view/viewgroup.onviewremoved
5683,apicalls::landroid/view/viewgroup.onvisibilityaggregated
5684,apicalls::landroid/view/viewgroup.onvisibilitychanged
5685,apicalls::landroid/view/viewgroup.onwindowfocuschanged
5686,apicalls::landroid/view/viewgroup.onwindowsystemuivisibilitychanged
5687,apicalls::landroid/view/viewgroup.onwindowvisibilitychanged
5688,apicalls::landroid/view/viewgroup.overscrollby
5689,apicalls::landroid/view/viewgroup.performaccessibilityaction
5690,apicalls::landroid/view/viewgroup.performclick
5691,apicalls::landroid/view/viewgroup.performhapticfeedback
5692,apicalls::landroid/view/viewgroup.performlongclick
5693,apicalls::landroid/view/viewgroup.playsoundeffect
5694,apicalls::landroid/view/viewgroup.post
5695,apicalls::landroid/view/viewgroup.postdelayed
5696,apicalls::landroid/view/viewgroup.postinvalidate
5697,apicalls::landroid/view/viewgroup.postonanimation
5698,apicalls::landroid/view/viewgroup.refreshdrawablestate
5699,apicalls::landroid/view/viewgroup.removeallviews
5700,apicalls::landroid/view/viewgroup.removeallviewsinlayout
5701,apicalls::landroid/view/viewgroup.removecallbacks
5702,apicalls::landroid/view/viewgroup.removedetachedview
5703,apicalls::landroid/view/viewgroup.removeonattachstatechangelistener
5704,apicalls::landroid/view/viewgroup.removeonlayoutchangelistener
5705,apicalls::landroid/view/viewgroup.removeview
5706,apicalls::landroid/view/viewgroup.removeviewat
5707,apicalls::landroid/view/viewgroup.removeviewinlayout
5708,apicalls::landroid/view/viewgroup.removeviews
5709,apicalls::landroid/view/viewgroup.removeviewsinlayout
5710,apicalls::landroid/view/viewgroup.requestapplyinsets
5711,apicalls::landroid/view/viewgroup.requestchildfocus
5712,apicalls::landroid/view/viewgroup.requestchildrectangleonscreen
5713,apicalls::landroid/view/viewgroup.requestdisallowintercepttouchevent
5714,apicalls::landroid/view/viewgroup.requestfitsystemwindows
5715,apicalls::landroid/view/viewgroup.requestfocus
5716,apicalls::landroid/view/viewgroup.requestfocusfromtouch
5717,apicalls::landroid/view/viewgroup.requestlayout
5718,apicalls::landroid/view/viewgroup.requestsendaccessibilityevent
5719,apicalls::landroid/view/viewgroup.requesttransparentregion
5720,apicalls::landroid/view/viewgroup.resolvesize
5721,apicalls::landroid/view/viewgroup.resolvesizeandstate
5722,apicalls::landroid/view/viewgroup.restorehierarchystate
5723,apicalls::landroid/view/viewgroup.saveattributedataforstyleable
5724,apicalls::landroid/view/viewgroup.savehierarchystate
5725,apicalls::landroid/view/viewgroup.schedulelayoutanimation
5726,apicalls::landroid/view/viewgroup.scrollby
5727,apicalls::landroid/view/viewgroup.scrollto
5728,apicalls::landroid/view/viewgroup.sendaccessibilityevent
5729,apicalls::landroid/view/viewgroup.sendaccessibilityeventunchecked
5730,apicalls::landroid/view/viewgroup.setaccessibilitydelegate
5731,apicalls::landroid/view/viewgroup.setactivated
5732,apicalls::landroid/view/viewgroup.setaddstatesfromchildren
5733,apicalls::landroid/view/viewgroup.setalpha
5734,apicalls::landroid/view/viewgroup.setalwaysdrawnwithcacheenabled
5735,apicalls::landroid/view/viewgroup.setanimation
5736,apicalls::landroid/view/viewgroup.setanimationcacheenabled
5737,apicalls::landroid/view/viewgroup.setbackground
5738,apicalls::landroid/view/viewgroup.setbackgroundcolor
5739,apicalls::landroid/view/viewgroup.setbackgrounddrawable
5740,apicalls::landroid/view/viewgroup.setbackgroundresource
5741,apicalls::landroid/view/viewgroup.setbottom
5742,apicalls::landroid/view/viewgroup.setchildrendrawingorderenabled
5743,apicalls::landroid/view/viewgroup.setchildrendrawnwithcacheenabled
5744,apicalls::landroid/view/viewgroup.setclickable
5745,apicalls::landroid/view/viewgroup.setclipchildren
5746,apicalls::landroid/view/viewgroup.setcliptooutline
5747,apicalls::landroid/view/viewgroup.setcliptopadding
5748,apicalls::landroid/view/viewgroup.setcontentdescription
5749,apicalls::landroid/view/viewgroup.setdescendantfocusability
5750,apicalls::landroid/view/viewgroup.setdrawingcacheenabled
5751,apicalls::landroid/view/viewgroup.setelevation
5752,apicalls::landroid/view/viewgroup.setenabled
5753,apicalls::landroid/view/viewgroup.setfadingedgelength
5754,apicalls::landroid/view/viewgroup.setfitssystemwindows
5755,apicalls::landroid/view/viewgroup.setfocusable
5756,apicalls::landroid/view/viewgroup.setfocusableintouchmode
5757,apicalls::landroid/view/viewgroup.setforeground
5758,apicalls::landroid/view/viewgroup.sethorizontalscrollbarenabled
5759,apicalls::landroid/view/viewgroup.setid
5760,apicalls::landroid/view/viewgroup.setimportantforaccessibility
5761,apicalls::landroid/view/viewgroup.setkeepscreenon
5762,apicalls::landroid/view/viewgroup.setlayertype
5763,apicalls::landroid/view/viewgroup.setlayoutanimation
5764,apicalls::landroid/view/viewgroup.setlayoutanimationlistener
5765,apicalls::landroid/view/viewgroup.setlayoutdirection
5766,apicalls::landroid/view/viewgroup.setlayoutmode
5767,apicalls::landroid/view/viewgroup.setlayoutparams
5768,apicalls::landroid/view/viewgroup.setlayouttransition
5769,apicalls::landroid/view/viewgroup.setleft
5770,apicalls::landroid/view/viewgroup.setlongclickable
5771,apicalls::landroid/view/viewgroup.setmeasureddimension
5772,apicalls::landroid/view/viewgroup.setminimumheight
5773,apicalls::landroid/view/viewgroup.setminimumwidth
5774,apicalls::landroid/view/viewgroup.setmotioneventsplittingenabled
5775,apicalls::landroid/view/viewgroup.setnextfocusdownid
5776,apicalls::landroid/view/viewgroup.setnextfocusforwardid
5777,apicalls::landroid/view/viewgroup.setnextfocusleftid
5778,apicalls::landroid/view/viewgroup.setnextfocusrightid
5779,apicalls::landroid/view/viewgroup.setnextfocusupid
5780,apicalls::landroid/view/viewgroup.setonapplywindowinsetslistener
5781,apicalls::landroid/view/viewgroup.setonclicklistener
5782,apicalls::landroid/view/viewgroup.setondraglistener
5783,apicalls::landroid/view/viewgroup.setonfocuschangelistener
5784,apicalls::landroid/view/viewgroup.setonhierarchychangelistener
5785,apicalls::landroid/view/viewgroup.setonkeylistener
5786,apicalls::landroid/view/viewgroup.setonlongclicklistener
5787,apicalls::landroid/view/viewgroup.setonscrollchangelistener
5788,apicalls::landroid/view/viewgroup.setonsystemuivisibilitychangelistener
5789,apicalls::landroid/view/viewgroup.setontouchlistener
5790,apicalls::landroid/view/viewgroup.setoutlineprovider
5791,apicalls::landroid/view/viewgroup.setoverscrollmode
5792,apicalls::landroid/view/viewgroup.setpadding
5793,apicalls::landroid/view/viewgroup.setpaddingrelative
5794,apicalls::landroid/view/viewgroup.setpersistentdrawingcache
5795,apicalls::landroid/view/viewgroup.setpivotx
5796,apicalls::landroid/view/viewgroup.setpivoty
5797,apicalls::landroid/view/viewgroup.setpressed
5798,apicalls::landroid/view/viewgroup.setright
5799,apicalls::landroid/view/viewgroup.setrotation
5800,apicalls::landroid/view/viewgroup.setrotationx
5801,apicalls::landroid/view/viewgroup.setrotationy
5802,apicalls::landroid/view/viewgroup.setsaveenabled
5803,apicalls::landroid/view/viewgroup.setsavefromparentenabled
5804,apicalls::landroid/view/viewgroup.setscalex
5805,apicalls::landroid/view/viewgroup.setscaley
5806,apicalls::landroid/view/viewgroup.setscrollcontainer
5807,apicalls::landroid/view/viewgroup.setscrolly
5808,apicalls::landroid/view/viewgroup.setselected
5809,apicalls::landroid/view/viewgroup.setsoundeffectsenabled
5810,apicalls::landroid/view/viewgroup.setsystemuivisibility
5811,apicalls::landroid/view/viewgroup.settag
5812,apicalls::landroid/view/viewgroup.settextalignment
5813,apicalls::landroid/view/viewgroup.settextdirection
5814,apicalls::landroid/view/viewgroup.settop
5815,apicalls::landroid/view/viewgroup.settouchdelegate
5816,apicalls::landroid/view/viewgroup.settouchscreenblocksfocus
5817,apicalls::landroid/view/viewgroup.settransitiongroup
5818,apicalls::landroid/view/viewgroup.settransitionname
5819,apicalls::landroid/view/viewgroup.settranslationx
5820,apicalls::landroid/view/viewgroup.settranslationy
5821,apicalls::landroid/view/viewgroup.setverticalfadingedgeenabled
5822,apicalls::landroid/view/viewgroup.setverticalscrollbarenabled
5823,apicalls::landroid/view/viewgroup.setvisibility
5824,apicalls::landroid/view/viewgroup.setwillnotdraw
5825,apicalls::landroid/view/viewgroup.setx
5826,apicalls::landroid/view/viewgroup.sety
5827,apicalls::landroid/view/viewgroup.shoulddelaychildpressedstate
5828,apicalls::landroid/view/viewgroup.showcontextmenuforchild
5829,apicalls::landroid/view/viewgroup.startactionmode
5830,apicalls::landroid/view/viewgroup.startanimation
5831,apicalls::landroid/view/viewgroup.startlayoutanimation
5832,apicalls::landroid/view/viewgroup.startviewtransition
5833,apicalls::landroid/view/viewgroup.suppresslayout
5834,apicalls::landroid/view/viewgroup.unscheduledrawable
5835,apicalls::landroid/view/viewgroup.updateviewlayout
5836,apicalls::landroid/view/viewgroup.verifydrawable
5837,apicalls::landroid/view/viewgroupoverlay.add
5838,apicalls::landroid/view/viewgroupoverlay.clear
5839,apicalls::landroid/view/viewgroupoverlay.remove
5840,apicalls::landroid/view/viewmanager.addview
5841,apicalls::landroid/view/viewmanager.removeview
5842,apicalls::landroid/view/viewmanager.updateviewlayout
5843,apicalls::landroid/view/viewoutlineprovider.getoutline
5844,apicalls::landroid/view/viewoverlay.add
5845,apicalls::landroid/view/viewoverlay.clear
5846,apicalls::landroid/view/viewoverlay.remove
5847,apicalls::landroid/view/viewparent.bringchildtofront
5848,apicalls::landroid/view/viewparent.focusableviewavailable
5849,apicalls::landroid/view/viewparent.focussearch
5850,apicalls::landroid/view/viewparent.getchildvisiblerect
5851,apicalls::landroid/view/viewparent.getparent
5852,apicalls::landroid/view/viewparent.invalidatechild
5853,apicalls::landroid/view/viewparent.islayoutrequested
5854,apicalls::landroid/view/viewparent.notifysubtreeaccessibilitystatechanged
5855,apicalls::landroid/view/viewparent.onnestedfling
5856,apicalls::landroid/view/viewparent.onnestedprefling
5857,apicalls::landroid/view/viewparent.onnestedprescroll
5858,apicalls::landroid/view/viewparent.onnestedscroll
5859,apicalls::landroid/view/viewparent.onnestedscrollaccepted
5860,apicalls::landroid/view/viewparent.onstartnestedscroll
5861,apicalls::landroid/view/viewparent.onstopnestedscroll
5862,apicalls::landroid/view/viewparent.requestchildfocus
5863,apicalls::landroid/view/viewparent.requestchildrectangleonscreen
5864,apicalls::landroid/view/viewparent.requestdisallowintercepttouchevent
5865,apicalls::landroid/view/viewparent.requestlayout
5866,apicalls::landroid/view/viewparent.requestsendaccessibilityevent
5867,apicalls::landroid/view/viewparent.startactionmodeforchild
5868,apicalls::landroid/view/viewpropertyanimator.alpha
5869,apicalls::landroid/view/viewpropertyanimator.alphaby
5870,apicalls::landroid/view/viewpropertyanimator.cancel
5871,apicalls::landroid/view/viewpropertyanimator.getduration
5872,apicalls::landroid/view/viewpropertyanimator.getinterpolator
5873,apicalls::landroid/view/viewpropertyanimator.getstartdelay
5874,apicalls::landroid/view/viewpropertyanimator.rotation
5875,apicalls::landroid/view/viewpropertyanimator.rotationby
5876,apicalls::landroid/view/viewpropertyanimator.rotationx
5877,apicalls::landroid/view/viewpropertyanimator.rotationxby
5878,apicalls::landroid/view/viewpropertyanimator.rotationy
5879,apicalls::landroid/view/viewpropertyanimator.rotationyby
5880,apicalls::landroid/view/viewpropertyanimator.scalex
5881,apicalls::landroid/view/viewpropertyanimator.scalexby
5882,apicalls::landroid/view/viewpropertyanimator.scaley
5883,apicalls::landroid/view/viewpropertyanimator.scaleyby
5884,apicalls::landroid/view/viewpropertyanimator.setduration
5885,apicalls::landroid/view/viewpropertyanimator.setinterpolator
5886,apicalls::landroid/view/viewpropertyanimator.setlistener
5887,apicalls::landroid/view/viewpropertyanimator.setstartdelay
5888,apicalls::landroid/view/viewpropertyanimator.setupdatelistener
5889,apicalls::landroid/view/viewpropertyanimator.start
5890,apicalls::landroid/view/viewpropertyanimator.translationx
5891,apicalls::landroid/view/viewpropertyanimator.translationxby
5892,apicalls::landroid/view/viewpropertyanimator.translationy
5893,apicalls::landroid/view/viewpropertyanimator.translationyby
5894,apicalls::landroid/view/viewpropertyanimator.translationz
5895,apicalls::landroid/view/viewpropertyanimator.translationzby
5896,apicalls::landroid/view/viewpropertyanimator.withendaction
5897,apicalls::landroid/view/viewpropertyanimator.withlayer
5898,apicalls::landroid/view/viewpropertyanimator.withstartaction
5899,apicalls::landroid/view/viewpropertyanimator.x
5900,apicalls::landroid/view/viewpropertyanimator.xby
5901,apicalls::landroid/view/viewpropertyanimator.y
5902,apicalls::landroid/view/viewpropertyanimator.yby
5903,apicalls::landroid/view/viewpropertyanimator.z
5904,apicalls::landroid/view/viewpropertyanimator.zby
5905,apicalls::landroid/view/viewstructure.addchildcount
5906,apicalls::landroid/view/viewstructure.asynccommit
5907,apicalls::landroid/view/viewstructure.asyncnewchild
5908,apicalls::landroid/view/viewstructure.getchildcount
5909,apicalls::landroid/view/viewstructure.gethint
5910,apicalls::landroid/view/viewstructure.newchild
5911,apicalls::landroid/view/viewstructure.newhtmlinfobuilder
5912,apicalls::landroid/view/viewstructure.setautofillid
5913,apicalls::landroid/view/viewstructure.setautofilloptions
5914,apicalls::landroid/view/viewstructure.setchildcount
5915,apicalls::landroid/view/viewstructure.setclassname
5916,apicalls::landroid/view/viewstructure.setdimens
5917,apicalls::landroid/view/viewstructure.sethint
5918,apicalls::landroid/view/viewstructure.sethtmlinfo
5919,apicalls::landroid/view/viewstructure.settext
5920,apicalls::landroid/view/viewstructure.settextstyle
5921,apicalls::landroid/view/viewstructure.setvisibility
5922,apicalls::landroid/view/viewstub.getcontext
5923,apicalls::landroid/view/viewstub.getid
5924,apicalls::landroid/view/viewstub.getinflatedid
5925,apicalls::landroid/view/viewstub.getlayoutinflater
5926,apicalls::landroid/view/viewstub.getlayoutparams
5927,apicalls::landroid/view/viewstub.getlayoutresource
5928,apicalls::landroid/view/viewstub.getparent
5929,apicalls::landroid/view/viewstub.gettag
5930,apicalls::landroid/view/viewstub.getwindowtoken
5931,apicalls::landroid/view/viewstub.inflate
5932,apicalls::landroid/view/viewstub.setid
5933,apicalls::landroid/view/viewstub.setinflatedid
5934,apicalls::landroid/view/viewstub.setlayoutinflater
5935,apicalls::landroid/view/viewstub.setlayoutparams
5936,apicalls::landroid/view/viewstub.setlayoutresource
5937,apicalls::landroid/view/viewstub.setoninflatelistener
5938,apicalls::landroid/view/viewstub.setonlongclicklistener
5939,apicalls::landroid/view/viewstub.settag
5940,apicalls::landroid/view/viewstub.setvisibility
5941,apicalls::landroid/view/viewtreeobserver.addondrawlistener
5942,apicalls::landroid/view/viewtreeobserver.addonglobalfocuschangelistener
5943,apicalls::landroid/view/viewtreeobserver.addongloballayoutlistener
5944,apicalls::landroid/view/viewtreeobserver.addonpredrawlistener
5945,apicalls::landroid/view/viewtreeobserver.addonscrollchangedlistener
5946,apicalls::landroid/view/viewtreeobserver.addontouchmodechangelistener
5947,apicalls::landroid/view/viewtreeobserver.addonwindowattachlistener
5948,apicalls::landroid/view/viewtreeobserver.addonwindowfocuschangelistener
5949,apicalls::landroid/view/viewtreeobserver.dispatchongloballayout
5950,apicalls::landroid/view/viewtreeobserver.dispatchonpredraw
5951,apicalls::landroid/view/viewtreeobserver.isalive
5952,apicalls::landroid/view/viewtreeobserver.removeglobalonlayoutlistener
5953,apicalls::landroid/view/viewtreeobserver.removeondrawlistener
5954,apicalls::landroid/view/viewtreeobserver.removeonglobalfocuschangelistener
5955,apicalls::landroid/view/viewtreeobserver.removeongloballayoutlistener
5956,apicalls::landroid/view/viewtreeobserver.removeonpredrawlistener
5957,apicalls::landroid/view/viewtreeobserver.removeonscrollchangedlistener
5958,apicalls::landroid/view/viewtreeobserver.removeonwindowattachlistener
5959,apicalls::landroid/view/viewtreeobserver.removeonwindowfocuschangelistener
5960,apicalls::landroid/view/window.addcontentview
5961,apicalls::landroid/view/window.addflags
5962,apicalls::landroid/view/window.addonframemetricsavailablelistener
5963,apicalls::landroid/view/window.clearflags
5964,apicalls::landroid/view/window.closeallpanels
5965,apicalls::landroid/view/window.closepanel
5966,apicalls::landroid/view/window.findviewbyid
5967,apicalls::landroid/view/window.getattributes
5968,apicalls::landroid/view/window.getcallback
5969,apicalls::landroid/view/window.getcontainer
5970,apicalls::landroid/view/window.getcontext
5971,apicalls::landroid/view/window.getcurrentfocus
5972,apicalls::landroid/view/window.getdecorview
5973,apicalls::landroid/view/window.getentertransition
5974,apicalls::landroid/view/window.getexittransition
5975,apicalls::landroid/view/window.getinsetscontroller
5976,apicalls::landroid/view/window.getnavigationbarcolor
5977,apicalls::landroid/view/window.getreentertransition
5978,apicalls::landroid/view/window.getreturntransition
5979,apicalls::landroid/view/window.getsharedelemententertransition
5980,apicalls::landroid/view/window.getsharedelementexittransition
5981,apicalls::landroid/view/window.getsharedelementreentertransition
5982,apicalls::landroid/view/window.getsharedelementreturntransition
5983,apicalls::landroid/view/window.getstatusbarcolor
5984,apicalls::landroid/view/window.getwindowmanager
5985,apicalls::landroid/view/window.getwindowstyle
5986,apicalls::landroid/view/window.hasfeature
5987,apicalls::landroid/view/window.injectinputevent
5988,apicalls::landroid/view/window.invalidatepanelmenu
5989,apicalls::landroid/view/window.isactive
5990,apicalls::landroid/view/window.isfloating
5991,apicalls::landroid/view/window.iswidecolorgamut
5992,apicalls::landroid/view/window.peekdecorview
5993,apicalls::landroid/view/window.removeonframemetricsavailablelistener
5994,apicalls::landroid/view/window.requestfeature
5995,apicalls::landroid/view/window.requireviewbyid
5996,apicalls::landroid/view/window.setallowentertransitionoverlap
5997,apicalls::landroid/view/window.setallowreturntransitionoverlap
5998,apicalls::landroid/view/window.setattributes
5999,apicalls::landroid/view/window.setbackgrounddrawable
6000,apicalls::landroid/view/window.setbackgrounddrawableresource
6001,apicalls::landroid/view/window.setcallback
6002,apicalls::landroid/view/window.setcolormode
6003,apicalls::landroid/view/window.setcontentview
6004,apicalls::landroid/view/window.setdecorfitssystemwindows
6005,apicalls::landroid/view/window.setdimamount
6006,apicalls::landroid/view/window.setelevation
6007,apicalls::landroid/view/window.setentertransition
6008,apicalls::landroid/view/window.setexittransition
6009,apicalls::landroid/view/window.setfeaturedrawable
6010,apicalls::landroid/view/window.setfeaturedrawableresource
6011,apicalls::landroid/view/window.setfeatureint
6012,apicalls::landroid/view/window.setflags
6013,apicalls::landroid/view/window.setformat
6014,apicalls::landroid/view/window.setgravity
6015,apicalls::landroid/view/window.setlayout
6016,apicalls::landroid/view/window.setlocalfocus
6017,apicalls::landroid/view/window.setnavigationbarcolor
6018,apicalls::landroid/view/window.setnavigationbardividercolor
6019,apicalls::landroid/view/window.setreentertransition
6020,apicalls::landroid/view/window.setreturntransition
6021,apicalls::landroid/view/window.setsharedelemententertransition
6022,apicalls::landroid/view/window.setsharedelementexittransition
6023,apicalls::landroid/view/window.setsharedelementreentertransition
6024,apicalls::landroid/view/window.setsharedelementreturntransition
6025,apicalls::landroid/view/window.setsharedelementsuseoverlay
6026,apicalls::landroid/view/window.setsoftinputmode
6027,apicalls::landroid/view/window.setstatusbarcolor
6028,apicalls::landroid/view/window.setsustainedperformancemode
6029,apicalls::landroid/view/window.settitle
6030,apicalls::landroid/view/window.settitlecolor
6031,apicalls::landroid/view/window.settransitionbackgroundfadeduration
6032,apicalls::landroid/view/window.settype
6033,apicalls::landroid/view/window.setuioptions
6034,apicalls::landroid/view/window.setvolumecontrolstream
6035,apicalls::landroid/view/window.setwindowanimations
6036,apicalls::landroid/view/window.setwindowmanager
6037,apicalls::landroid/view/window.superdispatchkeyevent
6038,apicalls::landroid/view/window.superdispatchtouchevent
6039,apicalls::landroid/view/window.takesurface
6040,apicalls::landroid/view/windowinsets.consumedisplaycutout
6041,apicalls::landroid/view/windowinsets.consumestableinsets
6042,apicalls::landroid/view/windowinsets.consumesystemwindowinsets
6043,apicalls::landroid/view/windowinsets.getdisplaycutout
6044,apicalls::landroid/view/windowinsets.getinsets
6045,apicalls::landroid/view/windowinsets.getinsetsignoringvisibility
6046,apicalls::landroid/view/windowinsets.getmandatorysystemgestureinsets
6047,apicalls::landroid/view/windowinsets.getstableinsetbottom
6048,apicalls::landroid/view/windowinsets.getstableinsetleft
6049,apicalls::landroid/view/windowinsets.getstableinsetright
6050,apicalls::landroid/view/windowinsets.getstableinsets
6051,apicalls::landroid/view/windowinsets.getstableinsettop
6052,apicalls::landroid/view/windowinsets.getsystemgestureinsets
6053,apicalls::landroid/view/windowinsets.getsystemwindowinsetbottom
6054,apicalls::landroid/view/windowinsets.getsystemwindowinsetleft
6055,apicalls::landroid/view/windowinsets.getsystemwindowinsetright
6056,apicalls::landroid/view/windowinsets.getsystemwindowinsets
6057,apicalls::landroid/view/windowinsets.getsystemwindowinsettop
6058,apicalls::landroid/view/windowinsets.gettappableelementinsets
6059,apicalls::landroid/view/windowinsets.hasinsets
6060,apicalls::landroid/view/windowinsets.hasstableinsets
6061,apicalls::landroid/view/windowinsets.hassystemwindowinsets
6062,apicalls::landroid/view/windowinsets.inset
6063,apicalls::landroid/view/windowinsets.isconsumed
6064,apicalls::landroid/view/windowinsets.isround
6065,apicalls::landroid/view/windowinsets.isvisible
6066,apicalls::landroid/view/windowinsets.replacesystemwindowinsets
6067,apicalls::landroid/view/windowinsetsanimation.getdurationmillis
6068,apicalls::landroid/view/windowinsetsanimation.getfraction
6069,apicalls::landroid/view/windowinsetsanimation.getinterpolatedfraction
6070,apicalls::landroid/view/windowinsetsanimation.getinterpolator
6071,apicalls::landroid/view/windowinsetsanimation.gettypemask
6072,apicalls::landroid/view/windowinsetsanimation.setfraction
6073,apicalls::landroid/view/windowinsetsanimationcontroller.finish
6074,apicalls::landroid/view/windowinsetsanimationcontroller.getcurrentalpha
6075,apicalls::landroid/view/windowinsetsanimationcontroller.getcurrentfraction
6076,apicalls::landroid/view/windowinsetsanimationcontroller.getcurrentinsets
6077,apicalls::landroid/view/windowinsetsanimationcontroller.gethiddenstateinsets
6078,apicalls::landroid/view/windowinsetsanimationcontroller.getshownstateinsets
6079,apicalls::landroid/view/windowinsetsanimationcontroller.gettypes
6080,apicalls::landroid/view/windowinsetsanimationcontroller.iscancelled
6081,apicalls::landroid/view/windowinsetsanimationcontroller.isfinished
6082,apicalls::landroid/view/windowinsetsanimationcontroller.isready
6083,apicalls::landroid/view/windowinsetsanimationcontroller.setinsetsandalpha
6084,apicalls::landroid/view/windowinsetscontroller.addoncontrollableinsetschangedlistener
6085,apicalls::landroid/view/windowinsetscontroller.controlwindowinsetsanimation
6086,apicalls::landroid/view/windowinsetscontroller.getsystembarsappearance
6087,apicalls::landroid/view/windowinsetscontroller.getsystembarsbehavior
6088,apicalls::landroid/view/windowinsetscontroller.hide
